entry_id,date,posting_time,posting_datetime,department,gl_account,account_description,vendor,amount,preparer,approver,po_number,invoice_number,po_amount,invoice_amount,payment_amount,planted_anomaly_type
102261,2024-01-02,15:50:00,2024-01-02 15:50:00,IT,5000,Raw Materials Expense,"White, Tucker and Wolf",34542.98,Donald Ferguson,Jeffrey Hancock,PO333984,INV607688,34542.98,34542.98,34542.98,none
103832,2024-01-02,15:53:00,2024-01-02 15:53:00,Operations,5300,Professional Fees,Tucker Group,9870.11,Dawn Hall,Timothy Johnson,PO43358,INV153131,9870.11,9870.11,9870.11,none
103508,2024-01-02,16:08:00,2024-01-02 16:08:00,HR,5500,Utilities,"Silva, Jones and Oliver",12200.03,Alyssa Jackson,Sergio Arroyo,PO690777,INV167341,12200.03,12200.03,12200.03,none
102477,2024-01-02,16:11:00,2024-01-02 16:11:00,Marketing,6000,Vendor Payments,"Smith, Montgomery and Reyes",8710.94,Denise Elliott,Lindsey Lewis,PO519292,INV168353,8710.94,8710.94,8710.94,none
104560,2024-01-02,16:35:00,2024-01-02 16:35:00,IT,5400,IT & Software,Cowan-Powers,58790.87,Patricia Perry,Michael Macdonald,PO245047,INV462390,58790.87,58790.87,58790.87,none
103188,2024-01-02,17:27:00,2024-01-02 17:27:00,Sales,5200,Travel & Entertainment,"Nelson, Duncan and Smith",14971.5,Christopher Chung,Nicole Clarke,PO500112,INV438112,14971.5,14971.5,14971.5,none
102219,2024-01-02,18:03:00,2024-01-02 18:03:00,Sales,5000,Raw Materials Expense,Hopkins Inc,13033.29,James Dennis,Autumn Reed,PO496191,INV43281,13033.29,13033.29,13033.29,none
104822,2024-01-02,18:14:00,2024-01-02 18:14:00,Finance,5400,IT & Software,"Martin, Brewer and Young",195254.68,Timothy Johnson,Lawrence Davis,PO4875,INV818745,195254.68,195254.68,195254.68,unusual_amount
104571,2024-01-02,18:17:00,2024-01-02 18:17:00,Operations,6000,Vendor Payments,Smith-Parker,27509.29,Patricia Lopez,Denise Elliott,PO737613,INV130064,27509.29,27509.29,27509.29,none
103649,2024-01-02,18:21:00,2024-01-02 18:21:00,IT,5500,Utilities,Cowan-Powers,14446.15,Nicole Chavez,Autumn Reed,PO394834,INV165933,14446.15,14446.15,14446.15,none
100883,2024-01-02,18:48:00,2024-01-02 18:48:00,Sales,5000,Raw Materials Expense,White-Thomas,19903.3,Elizabeth Shea,Gary Mays,PO686431,INV852608,19903.3,19903.3,19903.3,none
104883,2024-01-03,09:43:00,2024-01-03 09:43:00,Procurement,5300,Professional Fees,Gross-Morrison,245292.18,Michael Rivas,Janice Bush,PO381850,INV339293,245292.18,245292.18,245292.18,unusual_amount
104413,2024-01-03,09:48:00,2024-01-03 09:48:00,Operations,5000,Raw Materials Expense,Stevens-Gibson,20635.8,Janice Bush,Joy Hernandez,PO857761,INV502103,20635.8,20635.8,20635.8,none
103862,2024-01-03,11:51:00,2024-01-03 11:51:00,HR,5400,IT & Software,Davidson-Frank,49189.1,Corey Jones,Patricia Perry,PO195567,INV674765,49189.1,49189.1,49189.1,none
103497,2024-01-03,12:31:00,2024-01-03 12:31:00,Finance,5400,IT & Software,Pearson PLC,9373.6,Joy Hernandez,Tanner Avila,PO986316,INV458529,9373.6,9373.6,9373.6,none
100735,2024-01-03,13:11:00,2024-01-03 13:11:00,HR,5100,Office Supplies,Jones Ltd,12106.76,Kyle King,Timothy Johnson,PO815825,INV299929,12106.76,12106.76,12106.76,none
101891,2024-01-03,13:44:00,2024-01-03 13:44:00,Finance,5500,Utilities,Smith-Parker,12371.78,Taylor Carroll,Michael Macdonald,PO774636,INV840804,12371.78,12371.78,12371.78,none
102347,2024-01-03,13:59:00,2024-01-03 13:59:00,HR,5000,Raw Materials Expense,Nichols LLC,15603.16,Jeffrey Hancock,Timothy Johnson,PO801628,INV147260,15603.16,15603.16,15603.16,none
101511,2024-01-03,14:56:00,2024-01-03 14:56:00,Finance,5000,Raw Materials Expense,Davidson-Frank,21393.08,Anita Harris,Christopher Chung,PO240144,INV74101,21393.08,21393.08,21393.08,none
101516,2024-01-03,14:56:00,2024-01-03 14:56:00,IT,6000,Vendor Payments,"Hernandez, Hopkins and Houston",13871.54,Gerald Freeman,Elizabeth Shea,PO422447,INV791596,13871.54,13871.54,13871.54,none
101024,2024-01-03,15:02:00,2024-01-03 15:02:00,HR,5100,Office Supplies,White-Thomas,15652.14,Timothy Johnson,Denise Elliott,PO974718,INV632317,15652.14,15652.14,15652.14,none
104098,2024-01-03,15:14:00,2024-01-03 15:14:00,Sales,5300,Professional Fees,"Dixon, Jackson and Benjamin",14247.72,Taylor Carroll,Gary Mays,PO618248,INV338293,14247.72,14247.72,14247.72,none
102995,2024-01-03,16:16:00,2024-01-03 16:16:00,Marketing,5300,Professional Fees,"Nelson, Duncan and Smith",9123.94,Elizabeth Boyle,Autumn Reed,PO379436,INV280099,9123.94,9123.94,9123.94,none
101247,2024-01-03,16:21:00,2024-01-03 16:21:00,Procurement,6000,Vendor Payments,Willis Group,6208.52,Austin Cohen,Anita Harris,PO994852,INV745241,6208.52,6208.52,6208.52,none
101054,2024-01-03,17:32:00,2024-01-03 17:32:00,Sales,5300,Professional Fees,"Robles, Moses and Morgan",8602.7,Elizabeth Boyle,Denise Elliott,PO813585,INV930957,8602.7,8602.7,8602.7,none
102540,2024-01-03,17:56:00,2024-01-03 17:56:00,IT,5100,Office Supplies,Hughes-Nichols,1630.4,Christina Miller,Lawrence Davis,PO452093,INV140844,1630.4,1630.4,1630.4,none
104242,2024-01-03,18:11:00,2024-01-03 18:11:00,Procurement,6000,Vendor Payments,Willis Group,3933.67,Dawn Hall,Donna Weber,PO624139,INV68543,3933.67,3933.67,3933.67,none
103601,2024-01-03,18:37:00,2024-01-03 18:37:00,Sales,5500,Utilities,"Jefferson, Sullivan and Young",10915.98,Mary Harrison,Tanner Avila,PO308147,INV992754,10915.98,10915.98,10915.98,none
100884,2024-01-03,18:56:00,2024-01-03 18:56:00,Finance,5000,Raw Materials Expense,Jones Ltd,3330.64,Nicole Clarke,Christina Miller,PO645429,INV504640,3330.64,3330.64,3330.64,none
100029,2024-01-04,10:45:00,2024-01-04 10:45:00,HR,5400,IT & Software,"Gardner, Perry and Cruz",9619.28,Timothy Johnson,James Dennis,PO696397,INV495,9619.28,9619.28,9619.28,none
101368,2024-01-04,11:28:00,2024-01-04 11:28:00,HR,5100,Office Supplies,Ballard-Jenkins,16461.88,Anita Harris,Gary Stone,PO637766,INV17242,16461.88,16461.88,16461.88,none
104174,2024-01-04,11:50:00,2024-01-04 11:50:00,HR,6000,Vendor Payments,Young Inc,4761.35,Autumn Reed,Gary Mays,PO561860,INV234984,4761.35,4761.35,4761.35,none
103513,2024-01-04,11:51:00,2024-01-04 11:51:00,Marketing,5100,Office Supplies,"Brown, Baker and Alvarado",1829.3,Alyssa Jackson,Michael Macdonald,PO73225,INV925563,1829.3,1829.3,1829.3,none
101424,2024-01-04,11:52:00,2024-01-04 11:52:00,IT,5100,Office Supplies,"Robles, Moses and Morgan",5863.94,Kyle King,Michael Fox,PO704280,INV104694,5863.94,5863.94,5863.94,none
101296,2024-01-04,12:52:00,2024-01-04 12:52:00,Procurement,5200,Travel & Entertainment,Francis-Burke,23604.6,Taylor Carroll,Gary Mays,PO97147,INV729946,23604.6,23604.6,23604.6,none
103778,2024-01-04,12:58:00,2024-01-04 12:58:00,Sales,5200,Travel & Entertainment,Francis-Burke,7485.64,Janice Bush,Alyssa Jackson,PO204636,INV903191,7485.64,7485.64,7485.64,none
103736,2024-01-04,13:15:00,2024-01-04 13:15:00,HR,5200,Travel & Entertainment,Smith-Wise,25365.45,Denise Elliott,Michael Fox,PO100750,INV730141,25365.45,25365.45,25365.45,none
102748,2024-01-04,13:23:00,2024-01-04 13:23:00,HR,5000,Raw Materials Expense,Evans Ltd,11017.56,Elizabeth Shea,Nicole Clarke,PO618320,INV970354,11017.56,11017.56,11017.56,none
103399,2024-01-04,13:48:00,2024-01-04 13:48:00,IT,5200,Travel & Entertainment,"Hernandez, Hopkins and Houston",22804.29,Anita Harris,Elizabeth Shea,PO173239,INV925787,22804.29,22804.29,22804.29,none
100086,2024-01-04,14:19:00,2024-01-04 14:19:00,Marketing,5400,IT & Software,"Smith, Montgomery and Reyes",4733.1,Thomas Martin,Timothy Johnson,PO932178,INV871601,4733.1,4733.1,4733.1,none
101971,2024-01-04,14:59:00,2024-01-04 14:59:00,Marketing,5300,Professional Fees,"Silva, Jones and Oliver",26382.88,Donald Ferguson,Gerald Freeman,PO713300,INV297819,26382.88,26382.88,26382.88,none
100377,2024-01-04,15:08:00,2024-01-04 15:08:00,Procurement,6000,Vendor Payments,"Durham, Bowen and Hess",61981.17,Nicole Chavez,Lindsey Lewis,PO774684,INV571368,61981.17,61981.17,61981.17,none
103419,2024-01-04,16:16:00,2024-01-04 16:16:00,HR,5100,Office Supplies,Larson PLC,28437.74,Nicole Chavez,Nicole Clarke,PO644323,INV180830,28437.74,28437.74,28437.74,none
101745,2024-01-04,16:39:00,2024-01-04 16:39:00,Operations,5100,Office Supplies,"Gardner, Perry and Cruz",706.88,Denise Elliott,Elizabeth Boyle,PO839093,INV896967,706.88,706.88,706.88,none
100211,2024-01-04,16:47:00,2024-01-04 16:47:00,Sales,6000,Vendor Payments,Murphy Inc,17451.8,Patricia Perry,Christopher Chung,PO589880,INV353778,17451.8,17451.8,17451.8,none
103316,2024-01-04,16:53:00,2024-01-04 16:53:00,Marketing,6000,Vendor Payments,"Gardner, Perry and Cruz",24482.96,Sergio Arroyo,James Dennis,PO488597,INV221260,24482.96,24482.96,24482.96,none
100671,2024-01-04,18:04:00,2024-01-04 18:04:00,Finance,5000,Raw Materials Expense,"Dixon, Jackson and Benjamin",6007.63,Austin Cohen,Janice Bush,PO142117,INV251960,6007.63,6007.63,6007.63,none
100718,2024-01-04,18:33:00,2024-01-04 18:33:00,HR,5300,Professional Fees,Murphy Inc,10825.18,Leslie Robinson,Autumn Reed,PO155155,INV555724,10825.18,10825.18,10825.18,none
101431,2024-01-05,09:17:00,2024-01-05 09:17:00,HR,5100,Office Supplies,Smith-Wise,13321.51,Nicole Clarke,Jeffrey Hancock,PO459745,INV846588,13321.51,13321.51,13321.51,none
104542,2024-01-05,09:36:00,2024-01-05 09:36:00,Operations,5400,IT & Software,Evans Ltd,12116.98,Tanner Avila,Lawrence Davis,PO13994,INV342970,12116.98,12116.98,12116.98,none
100796,2024-01-05,09:37:00,2024-01-05 09:37:00,Operations,5200,Travel & Entertainment,Rogers Ltd,10770.66,Gerald Freeman,Patricia Perry,PO976772,INV681535,10770.66,10770.66,10770.66,none
101562,2024-01-05,10:34:00,2024-01-05 10:34:00,Procurement,5200,Travel & Entertainment,Lopez Ltd,6947.5,Taylor Carroll,Autumn Reed,PO445075,INV786387,6947.5,6947.5,6947.5,none
103247,2024-01-05,10:48:00,2024-01-05 10:48:00,Operations,5400,IT & Software,Francis-Burke,6056.63,Kyle King,Michael Fox,PO62085,INV995489,6056.63,6056.63,6056.63,none
103202,2024-01-05,11:01:00,2024-01-05 11:01:00,Sales,5400,IT & Software,Lopez Ltd,3105.35,Mary Harrison,James Dennis,PO205709,INV502756,3105.35,3105.35,3105.35,none
103046,2024-01-05,11:29:00,2024-01-05 11:29:00,Sales,6000,Vendor Payments,"Decker, Eaton and Arnold",9436.29,Michael Macdonald,Patricia Lopez,PO250282,INV403586,9436.29,9436.29,9436.29,none
102089,2024-01-05,11:33:00,2024-01-05 11:33:00,Sales,6000,Vendor Payments,"Decker, Eaton and Arnold",2631.31,Patricia Lopez,Timothy Johnson,PO452602,INV290403,2631.31,2631.31,2631.31,none
103035,2024-01-05,12:10:00,2024-01-05 12:10:00,Operations,5300,Professional Fees,Torres-Mendoza,14216.84,Gerald Freeman,Christine Gonzales,PO964044,INV499000,14216.84,14216.84,14216.84,none
102074,2024-01-05,12:20:00,2024-01-05 12:20:00,Procurement,5400,IT & Software,Harper-Hernandez,17529.34,Brittany Jackson,Thomas Martin,PO285977,INV494657,17529.34,17529.34,17529.34,none
100378,2024-01-05,12:32:00,2024-01-05 12:32:00,Marketing,5500,Utilities,"Gardner, Perry and Cruz",14454.34,Nicole Chavez,Gerald Freeman,PO210656,INV80453,14454.34,14454.34,14454.34,none
101351,2024-01-05,13:18:00,2024-01-05 13:18:00,Marketing,6000,Vendor Payments,Stewart-Russell,3447.77,Sergio Arroyo,Michael Rivas,PO506164,INV366477,3447.77,3447.77,3447.77,none
104519,2024-01-05,13:30:00,2024-01-05 13:30:00,Procurement,5000,Raw Materials Expense,Stevens-Gibson,14672.98,Leslie Robinson,Sean Kelly,PO400091,INV314302,14672.98,14672.98,14672.98,none
104816,2024-01-05,14:58:00,2024-01-05 14:58:00,Procurement,5400,IT & Software,Jones Inc,3635.56,Austin Cohen,Donald Ferguson,PO63898,INV327009,3635.56,3635.56,3635.56,duplicate_payment
104356,2024-01-05,15:04:00,2024-01-05 15:04:00,Procurement,5400,IT & Software,Davidson-Frank,10639.32,Sergio Arroyo,Jeffrey Hancock,PO764360,INV305663,10639.32,10639.32,10639.32,none
104652,2024-01-05,15:17:00,2024-01-05 15:17:00,Operations,6000,Vendor Payments,Schneider-Clark,7247.82,Tanner Avila,Lindsey Lewis,PO713897,INV39062,7247.82,7247.82,7247.82,none
103023,2024-01-05,15:18:00,2024-01-05 15:18:00,Procurement,5100,Office Supplies,Schneider-Clark,21872.42,Nicole Chavez,Lindsey Lewis,PO542629,INV349632,21872.42,21872.42,21872.42,none
100779,2024-01-05,15:51:00,2024-01-05 15:51:00,IT,5300,Professional Fees,Torres-Mendoza,9402.37,Corey Jones,Michael Fox,PO90164,INV175183,9402.37,9402.37,9402.37,none
104052,2024-01-05,16:01:00,2024-01-05 16:01:00,Sales,6000,Vendor Payments,Willis Group,9694.33,Dawn Hall,Michael Macdonald,PO819113,INV808534,9694.33,9694.33,9694.33,none
100049,2024-01-05,17:19:00,2024-01-05 17:19:00,HR,5500,Utilities,"Morton, Reynolds and Anderson",11690.82,Mary Harrison,Joy Hernandez,PO519810,INV583240,11690.82,11690.82,11690.82,none
101495,2024-01-05,17:45:00,2024-01-05 17:45:00,Marketing,5300,Professional Fees,Smith-Wise,21211.93,Timothy Johnson,Elizabeth Shea,PO135723,INV637428,21211.93,21211.93,21211.93,none
104223,2024-01-05,18:27:00,2024-01-05 18:27:00,Finance,5500,Utilities,Larson PLC,15354.82,Gary Mays,Michael Rivas,PO946289,INV769059,15354.82,15354.82,15354.82,none
103781,2024-01-05,18:34:00,2024-01-05 18:34:00,HR,5500,Utilities,Reyes-Glover,8709.5,Tanner Avila,Gary Stone,PO763035,INV473335,8709.5,8709.5,8709.5,none
102810,2024-01-05,18:42:00,2024-01-05 18:42:00,Operations,5500,Utilities,Nichols LLC,26349.29,Elizabeth Shea,Christine Gonzales,PO351559,INV738092,26349.29,26349.29,26349.29,none
104313,2024-01-05,18:49:00,2024-01-05 18:49:00,Operations,5000,Raw Materials Expense,"Decker, Eaton and Arnold",21622.97,Lindsey Lewis,Patricia Perry,PO63218,INV715598,21622.97,21622.97,21622.97,none
100162,2024-01-05,18:55:00,2024-01-05 18:55:00,IT,5200,Travel & Entertainment,"Jefferson, Sullivan and Young",3822.26,Kyle King,Gary Stone,PO592191,INV17261,3822.26,3822.26,3822.26,none
104387,2024-01-08,10:57:00,2024-01-08 10:57:00,IT,5100,Office Supplies,Mora-Lynn,22960.05,Elizabeth Boyle,Michael Fox,PO258288,INV778109,22960.05,22960.05,22960.05,none
101834,2024-01-08,11:07:00,2024-01-08 11:07:00,Marketing,5100,Office Supplies,White-Thomas,49065.59,Patricia Lopez,Corey Jones,PO435861,INV803096,49065.59,49065.59,49065.59,none
101904,2024-01-08,12:17:00,2024-01-08 12:17:00,IT,5400,IT & Software,"Cherry, Martin and Compton",15343.04,James Dennis,Dawn Hall,PO858699,INV936807,15343.04,15343.04,15343.04,none
103394,2024-01-08,13:06:00,2024-01-08 13:06:00,Operations,5200,Travel & Entertainment,Torres-Mendoza,10350.41,Corey Jones,Alyssa Jackson,PO926455,INV365546,10350.41,10350.41,10350.41,none
102939,2024-01-08,14:15:00,2024-01-08 14:15:00,HR,5400,IT & Software,Young Inc,16274.87,Alyssa Jackson,Sean Kelly,PO441609,INV415039,16274.87,16274.87,16274.87,none
102709,2024-01-08,14:34:00,2024-01-08 14:34:00,IT,5100,Office Supplies,Reyes-Glover,21091.94,Kyle King,Dawn Hall,PO565649,INV946010,21091.94,21091.94,21091.94,none
100843,2024-01-08,14:44:00,2024-01-08 14:44:00,Procurement,5100,Office Supplies,Davidson-Frank,8907.32,Denise Elliott,Michael Fox,PO875633,INV667893,8907.32,8907.32,8907.32,none
100332,2024-01-08,14:50:00,2024-01-08 14:50:00,Sales,5500,Utilities,Jones Ltd,39723.36,Michael Rivas,Patricia Lopez,PO150948,INV728170,39723.36,39723.36,39723.36,none
101632,2024-01-08,14:52:00,2024-01-08 14:52:00,Sales,5200,Travel & Entertainment,Young Inc,9572.4,Leslie Robinson,Timothy Johnson,PO769000,INV463273,9572.4,9572.4,9572.4,none
103595,2024-01-08,15:11:00,2024-01-08 15:11:00,HR,5200,Travel & Entertainment,Cowan-Powers,11341.87,Gerald Freeman,Nicole Chavez,PO390763,INV693565,11341.87,11341.87,11341.87,none
101927,2024-01-08,15:26:00,2024-01-08 15:26:00,IT,5100,Office Supplies,White-Thomas,36703.44,Timothy Johnson,Dawn Hall,PO904780,INV108863,36703.44,36703.44,36703.44,none
101389,2024-01-08,15:41:00,2024-01-08 15:41:00,Sales,5000,Raw Materials Expense,"Howard, Tucker and Flores",11154.75,Elizabeth Boyle,Patricia Lopez,PO298024,INV144070,11154.75,11154.75,11154.75,none
103968,2024-01-08,16:51:00,2024-01-08 16:51:00,Operations,5400,IT & Software,Harris PLC,11117.54,Gerald Freeman,Jeffrey Hancock,PO965235,INV759168,11117.54,11117.54,11117.54,none
103698,2024-01-08,17:02:00,2024-01-08 17:02:00,Marketing,5300,Professional Fees,Gross-Morrison,22667.51,Kyle King,Elizabeth Shea,PO588637,INV273987,22667.51,22667.51,22667.51,none
100139,2024-01-08,17:26:00,2024-01-08 17:26:00,Sales,5500,Utilities,Hughes-Nichols,22155.83,Michael Fox,Sean Kelly,PO676963,INV360230,22155.83,22155.83,22155.83,none
102675,2024-01-08,17:30:00,2024-01-08 17:30:00,Operations,5200,Travel & Entertainment,Harris PLC,7118.75,Nicole Chavez,James Dennis,PO148117,INV574050,7118.75,7118.75,7118.75,none
101503,2024-01-08,18:12:00,2024-01-08 18:12:00,IT,5400,IT & Software,"Smith, Montgomery and Reyes",28572.92,Austin Cohen,Michael Macdonald,PO981599,INV749545,28572.92,28572.92,28572.92,none
102353,2024-01-09,09:18:00,2024-01-09 09:18:00,IT,5000,Raw Materials Expense,Mays-Ortega,6605.6,Leslie Robinson,Thomas Martin,PO127451,INV860105,6605.6,6605.6,6605.6,none
100992,2024-01-09,09:21:00,2024-01-09 09:21:00,HR,5500,Utilities,"Morton, Reynolds and Anderson",14627.68,Nicole Clarke,Janice Bush,PO759081,INV180756,14627.68,14627.68,14627.68,none
104498,2024-01-09,09:57:00,2024-01-09 09:57:00,IT,5500,Utilities,"Dixon, Jackson and Benjamin",12422.67,Brittany Jackson,Donald Ferguson,PO196969,INV514970,12422.67,12422.67,12422.67,none
102568,2024-01-09,10:06:00,2024-01-09 10:06:00,Finance,5300,Professional Fees,"Gardner, Perry and Cruz",11426.94,Tanner Avila,Sean Kelly,PO123216,INV935489,11426.94,11426.94,11426.94,none
102814,2024-01-09,10:14:00,2024-01-09 10:14:00,Sales,6000,Vendor Payments,"Smith, Montgomery and Reyes",7791.76,Timothy Johnson,Nicole Clarke,PO843244,INV236200,7791.76,7791.76,7791.76,none
100108,2024-01-09,10:18:00,2024-01-09 10:18:00,Operations,5500,Utilities,Stewart-Russell,35184.22,Nicole Clarke,Alyssa Jackson,PO704201,INV233382,35184.22,35184.22,35184.22,none
103540,2024-01-09,11:56:00,2024-01-09 11:56:00,Procurement,5300,Professional Fees,"Yang, Weber and Nielsen",19748.95,Michael Fox,James Dennis,PO71608,INV249443,19748.95,19748.95,19748.95,none
102446,2024-01-09,12:57:00,2024-01-09 12:57:00,Marketing,5200,Travel & Entertainment,Gross-Morrison,10615.93,Lawrence Davis,Denise Elliott,PO408886,INV700705,10615.93,10615.93,10615.93,none
102794,2024-01-09,13:19:00,2024-01-09 13:19:00,IT,5400,IT & Software,Gross-Morrison,4802.13,Lindsey Lewis,Donna Weber,PO216121,INV971913,4802.13,4802.13,4802.13,none
100310,2024-01-09,14:21:00,2024-01-09 14:21:00,HR,5400,IT & Software,Francis-Burke,2982.22,Sean Kelly,Michael Fox,PO952494,INV148383,2982.22,2982.22,2982.22,none
103302,2024-01-09,14:24:00,2024-01-09 14:24:00,Marketing,6000,Vendor Payments,Evans Ltd,38606.49,Christine Gonzales,Gary Mays,PO816033,INV308306,38606.49,38606.49,38606.49,none
101817,2024-01-09,14:34:00,2024-01-09 14:34:00,HR,5500,Utilities,"Gardner, Perry and Cruz",6766.94,Lindsey Lewis,Gary Stone,PO183926,INV848306,6766.94,6766.94,6766.94,none
101580,2024-01-09,14:35:00,2024-01-09 14:35:00,Procurement,5100,Office Supplies,Humphrey-Berg,16199.83,Autumn Reed,James Dennis,PO884597,INV882880,16199.83,16199.83,16199.83,none
104464,2024-01-09,14:45:00,2024-01-09 14:45:00,IT,5500,Utilities,"Durham, Bowen and Hess",29647.1,Brittany Jackson,Sean Kelly,PO888768,INV59952,29647.1,29647.1,29647.1,none
104301,2024-01-09,15:09:00,2024-01-09 15:09:00,Operations,5000,Raw Materials Expense,Hopkins Inc,20725.45,Jeffrey Hancock,Christopher Chung,PO283413,INV487190,20725.45,20725.45,20725.45,none
101884,2024-01-09,16:46:00,2024-01-09 16:46:00,Finance,5300,Professional Fees,Powers Group,15955.88,Sergio Arroyo,Christina Miller,PO692222,INV33040,15955.88,15955.88,15955.88,none
103790,2024-01-09,17:07:00,2024-01-09 17:07:00,Finance,5100,Office Supplies,Ballard-Jenkins,40087.28,Donald Ferguson,Elizabeth Shea,PO804194,INV943059,40087.28,40087.28,40087.28,none
