entry_id,date,posting_time,department,gl_account,account_description,vendor,amount,preparer,approver,po_number,invoice_number,flag_duplicate_payment,flag_three_way_mismatch,flag_weekend_posting,flag_odd_hour_posting,flag_round_number,flag_segregation_violation,rule_flag_count,flag_ml_anomaly,ml_anomaly_score,composite_risk_score,risk_tier
100351,2024-01-02,09:19:00,HR,5300,Professional Fees,Nichols LLC,2608.12,Elizabeth Shea,Lawrence Davis,PO254069,INV965418,False,False,False,False,False,False,0,False,-0.06653680124369199,0.10446054361394203,Low
103067,2024-01-02,09:22:00,Procurement,5300,Professional Fees,Murphy Inc,10405.69,Kyle King,Leslie Robinson,PO394207,INV653847,False,False,False,False,False,False,0,False,-0.06145484455742489,0.1102061883829906,Low
101709,2024-01-02,10:11:00,IT,5200,Travel & Entertainment,Stewart-Russell,12004.56,Taylor Carroll,Patricia Perry,PO682397,INV448975,False,False,False,False,False,False,0,False,-0.10744629427451236,0.05820839524909312,Low
104319,2024-01-02,10:15:00,Procurement,5400,IT & Software,"Morton, Reynolds and Anderson",37979.88,Gerald Freeman,Denise Elliott,PO610141,INV285976,False,False,False,False,False,False,0,False,-0.04709862860611136,0.12643728246273672,Low
104954,2024-01-02,10:30:00,IT,5200,Travel & Entertainment,Larson PLC,151386.39,Thomas Martin,Autumn Reed,PO975865,INV812493,False,False,False,False,False,False,0,True,0.144924144866744,0.34353764597506786,High
102785,2024-01-02,11:36:00,Marketing,6000,Vendor Payments,"Silva, Jones and Oliver",7924.18,Timothy Johnson,Alyssa Jackson,PO912277,INV115578,False,False,False,False,False,False,0,False,-0.11964206852536236,0.04441988998334583,Low
103318,2024-01-02,12:25:00,Marketing,6000,Vendor Payments,White-Thomas,6921.87,Taylor Carroll,Lindsey Lewis,PO247472,INV590670,False,False,False,False,False,False,0,False,-0.13746102319239317,0.02427383404603276,Low
103776,2024-01-02,14:14:00,Sales,5200,Travel & Entertainment,"Smith, Montgomery and Reyes",13706.72,Sean Kelly,Brittany Jackson,PO406190,INV942613,False,False,False,False,False,False,0,False,-0.12598840262307176,0.03724474395943851,Low
100053,2024-01-02,14:49:00,IT,5300,Professional Fees,Harper-Hernandez,25698.18,Gary Stone,Donna Weber,PO118362,INV493922,False,False,False,False,False,False,0,False,-0.10864006295170647,0.05685872401436785,Low
100038,2024-01-02,15:16:00,Marketing,5300,Professional Fees,White-Thomas,10887.98,Lindsey Lewis,Patricia Lopez,PO142956,INV397484,False,False,False,False,False,False,0,False,-0.14415511075322368,0.01670551901466427,Low
104055,2024-01-02,15:26:00,IT,5400,IT & Software,"Hernandez, Hopkins and Houston",34522.75,Jeffrey Hancock,Autumn Reed,PO78899,INV883269,False,False,False,False,False,False,0,False,-0.025343590478578926,0.15103346238604967,Medium
103034,2024-01-02,15:31:00,HR,5500,Utilities,Humphrey-Berg,14706.61,James Dennis,Thomas Martin,PO315622,INV297316,False,False,False,False,False,False,0,False,-0.14798714791644862,0.012373029455833365,Low
102707,2024-01-02,15:34:00,Marketing,5100,Office Supplies,"Silva, Jones and Oliver",13731.91,Autumn Reed,Brittany Jackson,PO749639,INV40055,False,False,False,False,False,False,0,False,-0.13300179454285105,0.029315424391237563,Low
102261,2024-01-02,15:50:00,IT,5000,Raw Materials Expense,"White, Tucker and Wolf",34542.98,Donald Ferguson,Jeffrey Hancock,PO333984,INV607688,False,False,False,False,False,False,0,False,-0.08588233298617975,0.08258854427930507,Low
103832,2024-01-02,15:53:00,Operations,5300,Professional Fees,Tucker Group,9870.11,Dawn Hall,Timothy Johnson,PO43358,INV153131,False,False,False,False,False,False,0,False,-0.13219760790355906,0.030224635359106078,Low
103508,2024-01-02,16:08:00,HR,5500,Utilities,"Silva, Jones and Oliver",12200.03,Alyssa Jackson,Sergio Arroyo,PO690777,INV167341,False,False,False,False,False,False,0,False,-0.12522857542962773,0.03810380227278264,Low
102477,2024-01-02,16:11:00,Marketing,6000,Vendor Payments,"Smith, Montgomery and Reyes",8710.94,Denise Elliott,Lindsey Lewis,PO519292,INV168353,False,False,False,False,False,False,0,False,-0.11960357011018341,0.04446341617442639,Low
104560,2024-01-02,16:35:00,IT,5400,IT & Software,Cowan-Powers,58790.87,Patricia Perry,Michael Macdonald,PO245047,INV462390,False,False,False,False,False,False,0,True,0.05792776240293118,0.24517980062386824,High
103188,2024-01-02,17:27:00,Sales,5200,Travel & Entertainment,"Nelson, Duncan and Smith",14971.5,Christopher Chung,Nicole Clarke,PO500112,INV438112,False,False,False,False,False,False,0,False,-0.12926982537810755,0.0335347773754145,Low
102219,2024-01-02,18:03:00,Sales,5000,Raw Materials Expense,Hopkins Inc,13033.29,James Dennis,Autumn Reed,PO496191,INV43281,False,False,False,False,False,False,0,False,-0.12066982444742907,0.043257912264519804,Low
104822,2024-01-02,18:14:00,Finance,5400,IT & Software,"Martin, Brewer and Young",195254.68,Timothy Johnson,Lawrence Davis,PO4875,INV818745,False,False,False,False,False,False,0,True,0.1665760517855056,0.3680172260674927,High
104571,2024-01-02,18:17:00,Operations,6000,Vendor Payments,Smith-Parker,27509.29,Patricia Lopez,Denise Elliott,PO737613,INV130064,False,False,False,False,False,False,0,False,-0.04420481123620956,0.1297090235775102,Low
103649,2024-01-02,18:21:00,IT,5500,Utilities,Cowan-Powers,14446.15,Nicole Chavez,Autumn Reed,PO394834,INV165933,False,False,False,False,False,False,0,False,-0.12031125730123765,0.04366330718916264,Low
100883,2024-01-02,18:48:00,Sales,5000,Raw Materials Expense,White-Thomas,19903.3,Elizabeth Shea,Gary Mays,PO686431,INV852608,False,False,False,False,False,False,0,False,-0.11404863599279763,0.05074380778819496,Low
104883,2024-01-03,09:43:00,Procurement,5300,Professional Fees,Gross-Morrison,245292.18,Michael Rivas,Janice Bush,PO381850,INV339293,False,False,False,False,False,False,0,True,0.19486444732071884,0.4,High
104413,2024-01-03,09:48:00,Operations,5000,Raw Materials Expense,Stevens-Gibson,20635.8,Janice Bush,Joy Hernandez,PO857761,INV502103,False,False,False,False,False,False,0,False,-0.08866710787702015,0.07944008625962688,Low
103862,2024-01-03,11:51:00,HR,5400,IT & Software,Davidson-Frank,49189.1,Corey Jones,Patricia Perry,PO195567,INV674765,False,False,False,False,False,False,0,True,0.020619989272353423,0.20299974582099886,High
103497,2024-01-03,12:31:00,Finance,5400,IT & Software,Pearson PLC,9373.6,Joy Hernandez,Tanner Avila,PO986316,INV458529,False,False,False,False,False,False,0,False,-0.14415936123238043,0.016700713435860548,Low
100735,2024-01-03,13:11:00,HR,5100,Office Supplies,Jones Ltd,12106.76,Kyle King,Timothy Johnson,PO815825,INV299929,False,False,False,False,False,False,0,False,-0.15104598986323514,0.008914712056475552,Low
101891,2024-01-03,13:44:00,Finance,5500,Utilities,Smith-Parker,12371.78,Taylor Carroll,Michael Macdonald,PO774636,INV840804,False,False,False,False,False,False,0,False,-0.1153212124546576,0.04930503671187734,Low
102347,2024-01-03,13:59:00,HR,5000,Raw Materials Expense,Nichols LLC,15603.16,Jeffrey Hancock,Timothy Johnson,PO801628,INV147260,False,False,False,False,False,False,0,False,-0.13966637263297388,0.02178047267767679,Low
101511,2024-01-03,14:56:00,Finance,5000,Raw Materials Expense,Davidson-Frank,21393.08,Anita Harris,Christopher Chung,PO240144,INV74101,False,False,False,False,False,False,0,False,-0.13493502495347304,0.027129719970306172,Low
101516,2024-01-03,14:56:00,IT,6000,Vendor Payments,"Hernandez, Hopkins and Houston",13871.54,Gerald Freeman,Elizabeth Shea,PO422447,INV791596,False,False,False,False,False,False,0,False,-0.1325790363287257,0.029793393542002968,Low
101024,2024-01-03,15:02:00,HR,5100,Office Supplies,White-Thomas,15652.14,Timothy Johnson,Denise Elliott,PO974718,INV632317,False,False,False,False,False,False,0,False,-0.1550856176671493,0.004347521150818437,Low
104098,2024-01-03,15:14:00,Sales,5300,Professional Fees,"Dixon, Jackson and Benjamin",14247.72,Taylor Carroll,Gary Mays,PO618248,INV338293,False,False,False,False,False,False,0,False,-0.15617389523567815,0.003117117842622648,Low
102995,2024-01-03,16:16:00,Marketing,5300,Professional Fees,"Nelson, Duncan and Smith",9123.94,Elizabeth Boyle,Autumn Reed,PO379436,INV280099,False,False,False,False,False,False,0,False,-0.13847279836778026,0.02312992411078573,Low
101247,2024-01-03,16:21:00,Procurement,6000,Vendor Payments,Willis Group,6208.52,Austin Cohen,Anita Harris,PO994852,INV745241,False,False,False,False,False,False,0,False,-0.1097220878603774,0.05563538994438545,Low
101054,2024-01-03,17:32:00,Sales,5300,Professional Fees,"Robles, Moses and Morgan",8602.7,Elizabeth Boyle,Denise Elliott,PO813585,INV930957,False,False,False,False,False,False,0,False,-0.12517778753507336,0.03816122291185772,Low
102540,2024-01-03,17:56:00,IT,5100,Office Supplies,Hughes-Nichols,1630.4,Christina Miller,Lawrence Davis,PO452093,INV140844,False,False,False,False,False,False,0,False,-0.05298185563106672,0.11978572388641018,Low
104242,2024-01-03,18:11:00,Procurement,6000,Vendor Payments,Willis Group,3933.67,Dawn Hall,Donna Weber,PO624139,INV68543,False,False,False,False,False,False,0,False,-0.057793318245254244,0.11434589889235153,Low
103601,2024-01-03,18:37:00,Sales,5500,Utilities,"Jefferson, Sullivan and Young",10915.98,Mary Harrison,Tanner Avila,PO308147,INV992754,False,False,False,False,False,False,0,False,-0.12751563506884983,0.035518059602423345,Low
100884,2024-01-03,18:56:00,Finance,5000,Raw Materials Expense,Jones Ltd,3330.64,Nicole Clarke,Christina Miller,PO645429,INV504640,False,False,False,False,False,False,0,False,-0.08464183967177297,0.08399104224671622,Low
100029,2024-01-04,10:45:00,HR,5400,IT & Software,"Gardner, Perry and Cruz",9619.28,Timothy Johnson,James Dennis,PO696397,INV495,False,False,False,False,False,False,0,False,-0.13401596185206321,0.028168809916765306,Low
101368,2024-01-04,11:28:00,HR,5100,Office Supplies,Ballard-Jenkins,16461.88,Anita Harris,Gary Stone,PO637766,INV17242,False,False,False,False,False,False,0,False,-0.13844541612235867,0.02316088239415649,Low
104174,2024-01-04,11:50:00,HR,6000,Vendor Payments,Young Inc,4761.35,Autumn Reed,Gary Mays,PO561860,INV234984,False,False,False,False,False,False,0,False,-0.07221816159918498,0.09803721487998623,Low
103513,2024-01-04,11:51:00,Marketing,5100,Office Supplies,"Brown, Baker and Alvarado",1829.3,Alyssa Jackson,Michael Macdonald,PO73225,INV925563,False,False,False,False,False,False,0,False,-0.08535323238374903,0.08318674381077128,Low
101424,2024-01-04,11:52:00,IT,5100,Office Supplies,"Robles, Moses and Morgan",5863.94,Kyle King,Michael Fox,PO704280,INV104694,False,False,False,False,False,False,0,False,-0.11555559718007102,0.049040042054375496,Low
101296,2024-01-04,12:52:00,Procurement,5200,Travel & Entertainment,Francis-Burke,23604.6,Taylor Carroll,Gary Mays,PO97147,INV729946,False,False,False,False,False,False,0,False,-0.053610974335949746,0.11907444419258878,Low
103778,2024-01-04,12:58:00,Sales,5200,Travel & Entertainment,Francis-Burke,7485.64,Janice Bush,Alyssa Jackson,PO204636,INV903191,False,False,False,False,False,False,0,False,-0.0646455639844064,0.10659877070572502,Low
103736,2024-01-04,13:15:00,HR,5200,Travel & Entertainment,Smith-Wise,25365.45,Denise Elliott,Michael Fox,PO100750,INV730141,False,False,False,False,False,False,0,False,-0.11632188812870803,0.04817367583907437,Low
102748,2024-01-04,13:23:00,HR,5000,Raw Materials Expense,Evans Ltd,11017.56,Elizabeth Shea,Nicole Clarke,PO618320,INV970354,False,False,False,False,False,False,0,False,-0.09898028260715896,0.06778004228470828,Low
103399,2024-01-04,13:48:00,IT,5200,Travel & Entertainment,"Hernandez, Hopkins and Houston",22804.29,Anita Harris,Elizabeth Shea,PO173239,INV925787,False,False,False,False,False,False,0,False,-0.08325457470212816,0.08555947980102738,Low
100086,2024-01-04,14:19:00,Marketing,5400,IT & Software,"Smith, Montgomery and Reyes",4733.1,Thomas Martin,Timothy Johnson,PO932178,INV871601,False,False,False,False,False,False,0,False,-0.10816727182154434,0.057393260227793154,Low
101971,2024-01-04,14:59:00,Marketing,5300,Professional Fees,"Silva, Jones and Oliver",26382.88,Donald Ferguson,Gerald Freeman,PO713300,INV297819,False,False,False,False,False,False,0,False,-0.10452531680547639,0.06151084348932062,Low
100377,2024-01-04,15:08:00,Procurement,6000,Vendor Payments,"Durham, Bowen and Hess",61981.17,Nicole Chavez,Lindsey Lewis,PO774684,INV571368,False,False,False,False,False,False,0,True,0.04981994644444654,0.23601312856698886,High
103419,2024-01-04,16:16:00,HR,5100,Office Supplies,Larson PLC,28437.74,Nicole Chavez,Nicole Clarke,PO644323,INV180830,False,False,False,False,False,False,0,False,-0.11116897773002854,0.053999540659519375,Low
101745,2024-01-04,16:39:00,Operations,5100,Office Supplies,"Gardner, Perry and Cruz",706.88,Denise Elliott,Elizabeth Boyle,PO839093,INV896967,False,False,False,False,False,False,0,False,-0.036614302719980896,0.13829082941393953,Low
100211,2024-01-04,16:47:00,Sales,6000,Vendor Payments,Murphy Inc,17451.8,Patricia Perry,Christopher Chung,PO589880,INV353778,False,False,False,False,False,False,0,False,-0.08500311691709267,0.08358258329224366,Low
103316,2024-01-04,16:53:00,Marketing,6000,Vendor Payments,"Gardner, Perry and Cruz",24482.96,Sergio Arroyo,James Dennis,PO488597,INV221260,False,False,False,False,False,False,0,False,-0.11946225842307001,0.044623182737975144,Low
100671,2024-01-04,18:04:00,Finance,5000,Raw Materials Expense,"Dixon, Jackson and Benjamin",6007.63,Austin Cohen,Janice Bush,PO142117,INV251960,False,False,False,False,False,False,0,False,-0.09254456491153978,0.07505624513248756,Low
100718,2024-01-04,18:33:00,HR,5300,Professional Fees,Murphy Inc,10825.18,Leslie Robinson,Autumn Reed,PO155155,INV555724,False,False,False,False,False,False,0,False,-0.06318719341643098,0.10824760003318967,Low
101431,2024-01-05,09:17:00,HR,5100,Office Supplies,Smith-Wise,13321.51,Nicole Clarke,Jeffrey Hancock,PO459745,INV846588,False,False,False,False,False,False,0,False,-0.10934780414788503,0.05605855397107484,Low
104542,2024-01-05,09:36:00,Operations,5400,IT & Software,Evans Ltd,12116.98,Tanner Avila,Lawrence Davis,PO13994,INV342970,False,False,False,False,False,False,0,False,-0.04758458492706563,0.12588786172465327,Low
100796,2024-01-05,09:37:00,Operations,5200,Travel & Entertainment,Rogers Ltd,10770.66,Gerald Freeman,Patricia Perry,PO976772,INV681535,False,False,False,False,False,False,0,False,-0.08804943446859093,0.08013842593609677,Low
101562,2024-01-05,10:34:00,Procurement,5200,Travel & Entertainment,Lopez Ltd,6947.5,Taylor Carroll,Autumn Reed,PO445075,INV786387,False,False,False,False,False,False,0,False,-0.10951175492737314,0.055873191718560415,Low
103247,2024-01-05,10:48:00,Operations,5400,IT & Software,Francis-Burke,6056.63,Kyle King,Michael Fox,PO62085,INV995489,False,False,False,False,False,False,0,False,-0.03518841587838861,0.13990293273917814,Low
103202,2024-01-05,11:01:00,Sales,5400,IT & Software,Lopez Ltd,3105.35,Mary Harrison,James Dennis,PO205709,INV502756,False,False,False,False,False,False,0,False,-0.0737223163213192,0.09633662212711523,Low
103046,2024-01-05,11:29:00,Sales,6000,Vendor Payments,"Decker, Eaton and Arnold",9436.29,Michael Macdonald,Patricia Lopez,PO250282,INV403586,False,False,False,False,False,False,0,False,-0.11609213933518836,0.048433429126080674,Low
102089,2024-01-05,11:33:00,Sales,6000,Vendor Payments,"Decker, Eaton and Arnold",2631.31,Patricia Lopez,Timothy Johnson,PO452602,INV290403,False,False,False,False,False,False,0,False,-0.05143019469130017,0.1215400270244118,Low
103035,2024-01-05,12:10:00,Operations,5300,Professional Fees,Torres-Mendoza,14216.84,Gerald Freeman,Christine Gonzales,PO964044,INV499000,False,False,False,False,False,False,0,False,-0.07201650758782557,0.09826520429175273,Low
102074,2024-01-05,12:20:00,Procurement,5400,IT & Software,Harper-Hernandez,17529.34,Brittany Jackson,Thomas Martin,PO285977,INV494657,False,False,False,False,False,False,0,False,-0.13481026736840834,0.027270770516439936,Low
100378,2024-01-05,12:32:00,Marketing,5500,Utilities,"Gardner, Perry and Cruz",14454.34,Nicole Chavez,Gerald Freeman,PO210656,INV80453,False,False,False,False,False,False,0,False,-0.14218941810602748,0.018927925141509108,Low
101351,2024-01-05,13:18:00,Marketing,6000,Vendor Payments,Stewart-Russell,3447.77,Sergio Arroyo,Michael Rivas,PO506164,INV366477,False,False,False,False,False,False,0,False,-0.04900510794229074,0.12428182272518742,Low
104519,2024-01-05,13:30:00,Procurement,5000,Raw Materials Expense,Stevens-Gibson,14672.98,Leslie Robinson,Sean Kelly,PO400091,INV314302,False,False,False,False,False,False,0,False,-0.12520945488386687,0.03812541990365091,Low
104816,2024-01-05,14:58:00,Procurement,5400,IT & Software,Jones Inc,3635.56,Austin Cohen,Donald Ferguson,PO63898,INV327009,True,False,False,False,False,False,1,False,-0.0909455858897828,0.1768640459500354,High
104356,2024-01-05,15:04:00,Procurement,5400,IT & Software,Davidson-Frank,10639.32,Sergio Arroyo,Jeffrey Hancock,PO764360,INV305663,False,False,False,False,False,False,0,False,-0.13078548951004065,0.03182117211883907,Low
104652,2024-01-05,15:17:00,Operations,6000,Vendor Payments,Schneider-Clark,7247.82,Tanner Avila,Lindsey Lewis,PO713897,INV39062,False,False,False,False,False,False,0,False,-0.09774398712840104,0.06917779419190556,Low
103023,2024-01-05,15:18:00,Procurement,5100,Office Supplies,Schneider-Clark,21872.42,Nicole Chavez,Lindsey Lewis,PO542629,INV349632,False,False,False,False,False,False,0,False,-0.1089861379915052,0.05646745262720883,Low
100779,2024-01-05,15:51:00,IT,5300,Professional Fees,Torres-Mendoza,9402.37,Corey Jones,Michael Fox,PO90164,INV175183,False,False,False,False,False,False,0,False,-0.06341488030895504,0.10799017792517628,Low
104052,2024-01-05,16:01:00,Sales,6000,Vendor Payments,Willis Group,9694.33,Dawn Hall,Michael Macdonald,PO819113,INV808534,False,False,False,False,False,False,0,False,-0.1071182847831425,0.05857924178215788,Low
100049,2024-01-05,17:19:00,HR,5500,Utilities,"Morton, Reynolds and Anderson",11690.82,Mary Harrison,Joy Hernandez,PO519810,INV583240,False,False,False,False,False,False,0,False,-0.11945767442982219,0.0446283653867956,Low
101495,2024-01-05,17:45:00,Marketing,5300,Professional Fees,Smith-Wise,21211.93,Timothy Johnson,Elizabeth Shea,PO135723,INV637428,False,False,False,False,False,False,0,False,-0.09723538848718188,0.06975281426839751,Low
104223,2024-01-05,18:27:00,Finance,5500,Utilities,Larson PLC,15354.82,Gary Mays,Michael Rivas,PO946289,INV769059,False,False,False,False,False,False,0,False,-0.10517518482873789,0.06077610467926456,Low
103781,2024-01-05,18:34:00,HR,5500,Utilities,Reyes-Glover,8709.5,Tanner Avila,Gary Stone,PO763035,INV473335,False,False,False,False,False,False,0,False,-0.02867927183537544,0.14726215119194175,Low
102810,2024-01-05,18:42:00,Operations,5500,Utilities,Nichols LLC,26349.29,Elizabeth Shea,Christine Gonzales,PO351559,INV738092,False,False,False,False,False,False,0,False,-0.057531007497811704,0.1146424666254023,Low
104313,2024-01-05,18:49:00,Operations,5000,Raw Materials Expense,"Decker, Eaton and Arnold",21622.97,Lindsey Lewis,Patricia Perry,PO63218,INV715598,False,False,False,False,False,False,0,False,-0.06436627861023347,0.10691452990011657,Low
100162,2024-01-05,18:55:00,IT,5200,Travel & Entertainment,"Jefferson, Sullivan and Young",3822.26,Kyle King,Gary Stone,PO592191,INV17261,False,False,False,False,False,False,0,False,-0.05200353574932093,0.12089180936844482,Low
104387,2024-01-08,10:57:00,IT,5100,Office Supplies,Mora-Lynn,22960.05,Elizabeth Boyle,Michael Fox,PO258288,INV778109,False,False,False,False,False,False,0,False,-0.09108734074073044,0.07670377834680386,Low
101834,2024-01-08,11:07:00,Marketing,5100,Office Supplies,White-Thomas,49065.59,Patricia Lopez,Corey Jones,PO435861,INV803096,False,False,False,False,False,False,0,False,-0.02515343948041915,0.1512484465260874,Medium
101904,2024-01-08,12:17:00,IT,5400,IT & Software,"Cherry, Martin and Compton",15343.04,James Dennis,Dawn Hall,PO858699,INV936807,False,False,False,False,False,False,0,False,-0.1022323198452561,0.06410329887673781,Low
103394,2024-01-08,13:06:00,Operations,5200,Travel & Entertainment,Torres-Mendoza,10350.41,Corey Jones,Alyssa Jackson,PO926455,INV365546,False,False,False,False,False,False,0,False,-0.07500740731077493,0.09488370216396982,Low
102939,2024-01-08,14:15:00,HR,5400,IT & Software,Young Inc,16274.87,Alyssa Jackson,Sean Kelly,PO441609,INV415039,False,False,False,False,False,False,0,False,-0.0985539023090431,0.06826210655261417,Low
102709,2024-01-08,14:34:00,IT,5100,Office Supplies,Reyes-Glover,21091.94,Kyle King,Dawn Hall,PO565649,INV946010,False,False,False,False,False,False,0,False,-0.07673583650094185,0.09292954537983397,Low
100843,2024-01-08,14:44:00,Procurement,5100,Office Supplies,Davidson-Frank,8907.32,Denise Elliott,Michael Fox,PO875633,INV667893,False,False,False,False,False,False,0,False,-0.1289281198626412,0.033921108591656424,Low
100332,2024-01-08,14:50:00,Sales,5500,Utilities,Jones Ltd,39723.36,Michael Rivas,Patricia Lopez,PO150948,INV728170,False,False,False,False,False,False,0,False,-0.03941479446072926,0.1351246019715695,Low
101632,2024-01-08,14:52:00,Sales,5200,Travel & Entertainment,Young Inc,9572.4,Leslie Robinson,Timothy Johnson,PO769000,INV463273,False,False,False,False,False,False,0,False,-0.10151616024404403,0.06491298674315105,Low
103595,2024-01-08,15:11:00,HR,5200,Travel & Entertainment,Cowan-Powers,11341.87,Gerald Freeman,Nicole Chavez,PO390763,INV693565,False,False,False,False,False,False,0,False,-0.13131141208205122,0.031226565658897622,Low
101927,2024-01-08,15:26:00,IT,5100,Office Supplies,White-Thomas,36703.44,Timothy Johnson,Dawn Hall,PO904780,INV108863,False,False,False,False,False,False,0,False,-0.07876962048429503,0.09063015539547907,Low
101389,2024-01-08,15:41:00,Sales,5000,Raw Materials Expense,"Howard, Tucker and Flores",11154.75,Elizabeth Boyle,Patricia Lopez,PO298024,INV144070,False,False,False,False,False,False,0,False,-0.10063845516292635,0.06590531743768818,Low
103968,2024-01-08,16:51:00,Operations,5400,IT & Software,Harris PLC,11117.54,Gerald Freeman,Jeffrey Hancock,PO965235,INV759168,False,False,False,False,False,False,0,False,-0.12215663597344878,0.041576927676413994,Low
103698,2024-01-08,17:02:00,Marketing,5300,Professional Fees,Gross-Morrison,22667.51,Kyle King,Elizabeth Shea,PO588637,INV273987,False,False,False,False,False,False,0,False,-0.06229083258896595,0.10926102285779221,Low
100139,2024-01-08,17:26:00,Sales,5500,Utilities,Hughes-Nichols,22155.83,Michael Fox,Sean Kelly,PO676963,INV360230,False,False,False,False,False,False,0,False,-0.08645220566258421,0.0819442479650419,Low
102675,2024-01-08,17:30:00,Operations,5200,Travel & Entertainment,Harris PLC,7118.75,Nicole Chavez,James Dennis,PO148117,INV574050,False,False,False,False,False,False,0,False,-0.10604624600700202,0.05979128556108139,Low
101503,2024-01-08,18:12:00,IT,5400,IT & Software,"Smith, Montgomery and Reyes",28572.92,Austin Cohen,Michael Macdonald,PO981599,INV749545,False,False,False,False,False,False,0,False,-0.04168430197567763,0.13255870367951664,Low
102353,2024-01-09,09:18:00,IT,5000,Raw Materials Expense,Mays-Ortega,6605.6,Leslie Robinson,Thomas Martin,PO127451,INV860105,False,False,False,False,False,False,0,False,-0.08009546369195958,0.0891311610984041,Low
100992,2024-01-09,09:21:00,HR,5500,Utilities,"Morton, Reynolds and Anderson",14627.68,Nicole Clarke,Janice Bush,PO759081,INV180756,False,False,False,False,False,False,0,False,-0.11910141686847309,0.045031149101841986,Low
104498,2024-01-09,09:57:00,IT,5500,Utilities,"Dixon, Jackson and Benjamin",12422.67,Brittany Jackson,Donald Ferguson,PO196969,INV514970,False,False,False,False,False,False,0,False,-0.1215205681343729,0.04229606404021305,Low
102568,2024-01-09,10:06:00,Finance,5300,Professional Fees,"Gardner, Perry and Cruz",11426.94,Tanner Avila,Sean Kelly,PO123216,INV935489,False,False,False,False,False,False,0,False,-0.1304155750343965,0.032239396299640066,Low
102814,2024-01-09,10:14:00,Sales,6000,Vendor Payments,"Smith, Montgomery and Reyes",7791.76,Timothy Johnson,Nicole Clarke,PO843244,INV236200,False,False,False,False,False,False,0,False,-0.10598284536661307,0.05986296613222626,Low
100108,2024-01-09,10:18:00,Operations,5500,Utilities,Stewart-Russell,35184.22,Nicole Clarke,Alyssa Jackson,PO704201,INV233382,False,False,False,False,False,False,0,False,-0.030893856884546378,0.14475834807261043,Low
